Open time,Open,High,Low,Close,Volume
2020-01-01 01:00:00,0.5046566077690402,0.5483341730323569,0.47339640403804445,0.5269873335313733,0.12845673371916944
2020-01-01 02:00:00,0.5272773220173833,0.5376003311287005,0.4829850480550718,0.5219712439429809,0.049980625536639726
2020-01-01 03:00:00,0.522556353450071,0.529289724947523,0.47564073331824985,0.5047036999134257,0.08623503362542166
2020-01-01 04:00:00,0.5051352594520679,0.5207770458893572,0.4719927233138772,0.5086138612484806,0.038408582442575494
2020-01-01 05:00:00,0.5089766773955907,0.5290812682851948,0.47376457633627916,0.5143248735137171,0.049569493121289276
2020-01-01 06:00:00,0.5147046085709508,0.5328870601594979,0.47463587400020346,0.5121717749851463,0.13466031694592545
2020-01-01 07:00:00,0.5126248889293247,0.5273407438779931,0.4673083725037496,0.5054842465878425,0.07132986818124692
2020-01-01 08:00:00,0.5057454461144626,0.5162881981008085,0.4681766388244087,0.508042524814219,0.10723498127285407
2020-01-01 09:00:00,0.5082688001445155,0.5295049181241219,0.4754913572870115,0.5069923461767736,0.046243319714349335
2020-01-01 10:00:00,0.5076082324132178,0.5289282642649226,0.47257272138511675,0.51679369392537,0.05820823858466022
2020-01-01 11:00:00,0.5170448608711256,0.5448942055506751,0.4742499118916931,0.5097510771587289,0.15058763512886203
2020-01-01 12:00:00,0.5101102646495294,0.526738497397809,0.47536456789351866,0.522705175212524,0.05514763789657307
2020-01-01 13:00:00,0.5231689024805534,0.5284050784863981,0.477841119299808,0.5099166001956521,0.04700752816000729
2020-01-01 14:00:00,0.5101708974306347,0.5309526403136668,0.47206136780857605,0.5117129345100446,0.07129640391810492
2020-01-01 15:00:00,0.512154307675393,0.5405017968322329,0.4760537489304119,0.516587467039009,0.1708456540019324
2020-01-01 16:00:00,0.516889779664182,0.5243958208289045,0.47217525072612854,0.5159651293873846,0.04126578669961123
2020-01-01 17:00:00,0.515925694251816,0.5312247967484535,0.47626678516274795,0.5083121234281125,0.08752053913336352
2020-01-01 18:00:00,0.5091476275718604,0.5273780286484159,0.47339594110597016,0.5131141479640395,0.03642866173090887
2020-01-01 19:00:00,0.5134546859247905,0.5259990687967362,0.47341474302759373,0.5072817861238783,0.04527340203086486
2020-01-01 20:00:00,0.5075939221986692,0.5303312150266469,0.4731111984161534,0.5144407757919786,0.06562521405265138
2020-01-01 21:00:00,0.5150109645315374,0.529087138702285,0.47395204945261715,0.5102414392109073,0.048910081203384345
2020-01-01 22:00:00,0.5104571995738881,0.5245677666000889,0.4623176544785572,0.49795962261473625,0.20576066450365244
2020-01-01 23:00:00,0.4981182218027444,0.5121326845150862,0.47039823527529306,0.5127397015705724,0.07495612622064754
2020-01-02 00:00:00,0.5132167634855174,0.5339298985841728,0.4761176851283612,0.5155911889647825,0.029271300276189377
2020-01-02 01:00:00,0.5159947107351186,0.5284592519281193,0.47323423993287617,0.5038199517886456,0.07288086178248719
2020-01-02 02:00:00,0.5041738776692963,0.5178206174607416,0.46528971748664677,0.5030403043331626,0.2657278324050438
2020-01-02 03:00:00,0.5034096349828183,0.5167796567405709,0.46384033969088595,0.4961797319160364,0.08038698550145469
2020-01-02 04:00:00,0.49639073768357495,0.5246337010403781,0.472328390527263,0.5165883506909672,0.05492640829866282
2020-01-02 05:00:00,0.5172528440931671,0.5241219232203282,0.47611877249550133,0.5103332859908,0.027061660452427846
2020-01-02 06:00:00,0.5105392154608407,0.5274896390388168,0.4718309383019601,0.5104586211933526,0.08712215676058253
2020-01-02 07:00:00,0.510849426639836,0.5244326918929394,0.46885086112642954,0.5016237758668147,0.17047593596839444
2020-01-02 08:00:00,0.5021189416101518,0.5388355611790622,0.4744515323586848,0.5289246415709606,0.048229875843900566
2020-01-02 09:00:00,0.5288170227234654,0.5334993371963352,0.48049549379756,0.5146274278308889,0.05090309855135096
2020-01-02 10:00:00,0.5153690870523205,0.5377503467836863,0.4782168587822775,0.5115528487361872,0.12816561422566217
2020-01-02 11:00:00,0.5118732015488083,0.5227842094751458,0.4694487629586675,0.5029778986419454,0.0327745939458613
2020-01-02 12:00:00,0.5032923891562686,0.5262199195442917,0.47332878076265117,0.5189027890388582,0.07402162885072325
